Date,Adj Close
2/2/2012,129.8
2/1/2012,129.6
1/31/2012,128.47
1/30/2012,128.52
1/27/2012,128.96
1/26/2012,129.02
1/25/2012,129.68
1/24/2012,128.61
1/23/2012,128.75
1/20/2012,129.09
1/19/2012,128.61
1/18/2012,127.93
1/17/2012,126.53
1/13/2012,126.05
1/12/2012,126.7
1/11/2012,126.4
1/10/2012,126.33
1/9/2012,125.24
1/6/2012,124.94
1/5/2012,125.26
1/4/2012,124.93
1/3/2012,124.73
12/30/2011,122.78
12/29/2011,123.38
12/28/2011,122.12
12/27/2011,123.75
12/23/2011,123.65
12/22/2011,122.55
12/21/2011,121.48
12/20/2011,121.24
12/19/2011,117.68
12/16/2011,118.95
12/15/2011,118.78
12/14/2011,118.35
12/13/2011,119.62
12/12/2011,120.75
12/9/2011,122.54
12/8/2011,120.5
12/7/2011,123.2
12/6/2011,122.74
12/5/2011,122.7
12/2/2011,121.38
12/1/2011,121.49
11/30/2011,121.51
11/29/2011,116.71
11/28/2011,116.38
11/25/2011,113.1
11/23/2011,113.31
11/22/2011,115.87
11/21/2011,116.33
11/18/2011,118.58
11/17/2011,118.71
11/16/2011,120.62
11/15/2011,122.57
11/14/2011,121.96
11/11/2011,123.13
11/10/2011,120.86
11/9/2011,119.73
11/8/2011,124.32
11/7/2011,122.74
11/4/2011,121.98
11/3/2011,122.73
11/2/2011,120.54
11/1/2011,118.6
10/31/2011,122
10/28/2011,125.02
10/27/2011,125.05
10/26/2011,120.84
10/25/2011,119.62
10/24/2011,121.99
10/21/2011,120.52
10/20/2011,118.27
10/19/2011,117.76
10/18/2011,119.17
10/17/2011,116.88
10/14/2011,119.16
10/13/2011,117.15
10/12/2011,117.39
10/11/2011,116.37
10/10/2011,116.25
10/7/2011,112.49
10/6/2011,113.24
10/5/2011,111.23
10/4/2011,109.21
10/3/2011,106.87
9/30/2011,110
9/29/2011,112.82
9/28/2011,111.93
9/27/2011,114.27
9/26/2011,113
9/23/2011,110.38
9/22/2011,109.72
9/21/2011,113.38
9/20/2011,116.82
9/19/2011,116.96
9/16/2011,118.13
9/15/2011,117.44
9/14/2011,115.45
9/13/2011,113.87
9/12/2011,112.84
9/9/2011,112.11
9/8/2011,115.13
9/7/2011,116.34
9/6/2011,113.15
9/2/2011,113.98
9/1/2011,116.97
8/31/2011,118.2
8/30/2011,117.68
8/29/2011,117.37
8/26/2011,114.09
8/25/2011,112.46
8/24/2011,114.2
8/23/2011,112.61
8/22/2011,109.03
8/19/2011,108.94
8/18/2011,110.75
8/17/2011,115.74
8/16/2011,115.66
8/15/2011,116.66
8/12/2011,114.24
8/11/2011,113.47
8/10/2011,108.6
8/9/2011,113.62
8/8/2011,108.57
8/5/2011,116.13
8/4/2011,116.31
8/3/2011,122.02
8/2/2011,121.37
8/1/2011,124.55
7/29/2011,125.08
7/28/2011,125.94
7/27/2011,126.31
7/26/2011,128.95
7/25/2011,129.43
7/22/2011,130.16
7/21/2011,130.07
7/20/2011,128.29
7/19/2011,128.37
7/18/2011,126.32
7/15/2011,127.36
7/14/2011,126.63
7/13/2011,127.51
7/12/2011,127.08
7/11/2011,127.63
7/8/2011,129.98
7/7/2011,130.91
7/6/2011,129.57
7/5/2011,129.41
7/1/2011,129.52
6/30/2011,127.63
6/29/2011,126.42
6/28/2011,125.35
6/27/2011,123.74
6/24/2011,122.64
6/23/2011,124.08
6/22/2011,124.44
6/21/2011,125.2
6/20/2011,123.5
6/17/2011,122.87
6/16/2011,122.51
6/15/2011,122.24
6/14/2011,124.45
6/13/2011,122.89
6/10/2011,122.8
6/9/2011,124.53
6/8/2011,123.59
6/7/2011,124.11
6/6/2011,124.18
6/3/2011,125.51
6/2/2011,126.77
6/1/2011,126.91
5/31/2011,129.82
5/27/2011,128.49
5/26/2011,127.99
5/25/2011,127.41
5/24/2011,126.98
5/23/2011,127.09
5/20/2011,128.58
5/19/2011,129.61
5/18/2011,129.3
5/17/2011,128.16
5/16/2011,128.18
5/13/2011,129
5/12/2011,130
5/11/2011,129.38
5/10/2011,130.76
5/9/2011,129.65
5/6/2011,129.15
5/5/2011,128.58
5/4/2011,129.76
5/3/2011,130.62
5/2/2011,131.09
4/29/2011,131.3
4/28/2011,130.99
4/27/2011,130.56
4/26/2011,129.72
4/25/2011,128.61
4/21/2011,128.75
4/20/2011,128.09
4/19/2011,126.37
4/18/2011,125.65
4/15/2011,127.07
4/14/2011,126.61
4/13/2011,126.51
4/12/2011,126.52
4/11/2011,127.48
4/8/2011,127.86
4/7/2011,128.3
4/6/2011,128.63
4/5/2011,128.23
4/4/2011,128.24
4/1/2011,128.14
3/31/2011,127.6
3/30/2011,127.77
3/29/2011,126.9
3/28/2011,126.05
3/25/2011,126.36
3/24/2011,125.97
3/23/2011,124.78
3/22/2011,124.42
3/21/2011,124.86
3/18/2011,122.95
3/17/2011,122.51
3/16/2011,120.91
3/15/2011,123.19
3/14/2011,124.61
3/11/2011,125.37
3/10/2011,124.51
3/9/2011,126.86
3/8/2011,127.04
3/7/2011,125.94
3/4/2011,126.93
3/3/2011,127.89
3/2/2011,125.73
3/1/2011,125.46
2/28/2011,127.58
2/25/2011,126.8
2/24/2011,125.46
2/23/2011,125.54
2/22/2011,126.32
2/18/2011,128.91
2/17/2011,128.64
2/16/2011,128.26
2/15/2011,127.45
2/14/2011,127.85
2/11/2011,127.55
2/10/2011,126.79
2/9/2011,126.74
2/8/2011,127.03
2/7/2011,126.45
2/4/2011,125.67
2/3/2011,125.31
2/2/2011,125.04
2/1/2011,125.28
1/31/2011,123.3
1/28/2011,122.38
1/27/2011,124.56
1/26/2011,124.25
1/25/2011,123.77
1/24/2011,123.7
1/21/2011,123
1/20/2011,122.73
1/19/2011,122.89
1/18/2011,124.11
1/14/2011,123.9
1/13/2011,123
1/12/2011,123.21
1/11/2011,122.1
1/10/2011,121.67
1/7/2011,121.83
1/6/2011,122.07
1/5/2011,122.31
1/4/2011,121.67
1/3/2011,121.74
12/31/2010,120.49
12/30/2010,120.47
12/29/2010,120.66
12/28/2010,120.57
12/27/2010,120.4
12/23/2010,120.35
12/22/2010,120.52
12/21/2010,120.15
12/20/2010,119.39
12/17/2010,119.1
12/16/2010,118.98
12/15/2010,118.29
12/14/2010,118.83
12/13/2010,118.73
12/10/2010,118.65
12/9/2010,117.97
12/8/2010,117.51
12/7/2010,117.08
12/6/2010,117.01
12/3/2010,117.14
12/2/2010,116.82
12/1/2010,115.35
11/30/2010,112.94
11/29/2010,113.58
11/26/2010,113.24
11/24/2010,114.57
11/23/2010,112.91
11/22/2010,114.56
11/19/2010,114.66
11/18/2010,114.34
11/17/2010,112.69
11/16/2010,112.63
11/15/2010,114.41
11/12/2010,114.57
11/11/2010,115.95
11/10/2010,116.38
11/9/2010,115.92
11/8/2010,116.76
11/5/2010,116.98
11/4/2010,116.54
11/3/2010,114.34
11/2/2010,113.88
11/1/2010,112.98
10/29/2010,112.94
10/28/2010,112.86
10/27/2010,112.84
10/26/2010,113.16
10/25/2010,113.14
10/22/2010,112.81
10/21/2010,112.6
10/20/2010,112.35
10/19/2010,111.27
10/18/2010,112.74
10/15/2010,112.19
10/14/2010,111.96
10/13/2010,112.4
10/12/2010,111.53
10/11/2010,111.19
10/8/2010,111.08
10/7/2010,110.47
10/6/2010,110.6
10/5/2010,110.61
10/4/2010,108.43
10/1/2010,109.25
9/30/2010,108.79
9/29/2010,109.11
9/28/2010,109.3
9/27/2010,108.92
9/24/2010,109.45
9/23/2010,107.23
9/22/2010,108.11
9/21/2010,108.64
9/20/2010,108.86
9/17/2010,107.22
9/16/2010,107.18
9/15/2010,107.21
9/14/2010,106.81
9/13/2010,106.87
9/10/2010,105.7
9/9/2010,105.16
9/8/2010,104.68
9/7/2010,103.95
9/3/2010,105.14
9/2/2010,103.79
9/1/2010,102.83
8/31/2010,99.85
8/30/2010,99.85
8/27/2010,101.32
8/26/2010,99.77
8/25/2010,100.44
8/24/2010,100.05
8/23/2010,101.56
8/20/2010,101.95
8/19/2010,102.28
8/18/2010,104.09
8/17/2010,103.9
8/16/2010,102.64
8/13/2010,102.69
8/12/2010,102.99
8/11/2010,103.63
8/10/2010,106.55
8/9/2010,107.13
8/6/2010,106.56
8/5/2010,106.99
8/4/2010,107.11
8/3/2010,106.4
8/2/2010,106.91
7/30/2010,104.55
7/29/2010,104.57
7/28/2010,105.08
7/27/2010,105.76
7/26/2010,105.77
7/23/2010,104.68
7/22/2010,103.78
7/21/2010,101.51
7/20/2010,102.85
7/19/2010,101.72
7/16/2010,101.13
7/15/2010,103.99
7/14/2010,103.96
7/13/2010,103.97
7/12/2010,102.42
7/9/2010,102.36
7/8/2010,101.6
7/7/2010,100.6
7/6/2010,97.53
7/2/2010,96.9
7/1/2010,97.43
6/30/2010,97.86
6/29/2010,98.8
6/28/2010,101.95
6/25/2010,102.27
6/24/2010,101.85
6/23/2010,103.56
6/22/2010,103.88
6/21/2010,105.63
6/18/2010,105.93
6/17/2010,105.82
6/16/2010,105.65
6/15/2010,105.69
6/14/2010,103.34
6/11/2010,103.5
6/10/2010,103
6/9/2010,100.07
6/8/2010,100.61
6/7/2010,99.54
6/4/2010,100.8
6/3/2010,104.47
6/2/2010,104.11
6/1/2010,101.47
5/28/2010,103.2
5/27/2010,104.52
5/26/2010,101.13
5/25/2010,101.74
5/24/2010,101.64
5/21/2010,102.96
5/20/2010,101.48
5/19/2010,105.46
5/18/2010,106.06
5/17/2010,107.53
5/14/2010,107.47
5/13/2010,109.45
5/12/2010,110.83
5/11/2010,109.3
5/10/2010,109.61
5/7/2010,104.99
5/6/2010,106.57
5/5/2010,110.23
5/4/2010,110.89
5/3/2010,113.57
4/30/2010,112.11
4/29/2010,114.05
4/28/2010,112.65
4/27/2010,111.8
4/26/2010,114.51
4/23/2010,114.94
4/22/2010,114.2
4/21/2010,113.86
4/20/2010,114.07
4/19/2010,113.06
4/16/2010,112.63
4/15/2010,114.45
4/14/2010,114.36
4/13/2010,113.07
4/12/2010,112.99
4/9/2010,112.81
4/8/2010,112.07
4/7/2010,111.69
4/6/2010,112.33
4/5/2010,112.06
4/1/2010,111.16
3/31/2010,110.4
3/30/2010,110.78
3/29/2010,110.71
3/26/2010,110.01
3/25/2010,110.07
3/24/2010,110.25
3/23/2010,110.79
3/22/2010,110.02
3/19/2010,109.43
3/18/2010,109.99
3/17/2010,110.05
3/16/2010,109.4
3/15/2010,108.53
3/12/2010,108.5
3/11/2010,108.49
3/10/2010,108.04
3/9/2010,107.56
3/8/2010,107.39
3/5/2010,107.37
3/4/2010,105.85
3/3/2010,105.53
3/2/2010,105.44
3/1/2010,105.15
2/26/2010,104.07
2/25/2010,104
2/24/2010,104.14
2/23/2010,103.19
2/22/2010,104.46
2/19/2010,104.44
2/18/2010,104.23
2/17/2010,103.62
2/16/2010,103.13
2/12/2010,101.53
2/11/2010,101.62
2/10/2010,100.56
2/9/2010,100.76
2/8/2010,99.51
2/5/2010,100.23
2/4/2010,100.03
2/3/2010,103.21
2/2/2010,103.73
2/1/2010,102.49
1/29/2010,100.92
1/28/2010,102.03
1/27/2010,103.21
1/26/2010,102.72
1/25/2010,103.16
1/22/2010,102.63
1/21/2010,104.97
1/20/2010,107.03
1/19/2010,108.13
1/15/2010,106.79
1/14/2010,108.01
1/13/2010,107.71
1/12/2010,106.81
1/11/2010,107.82
1/8/2010,107.67
1/7/2010,107.31
1/6/2010,106.86
1/5/2010,106.78
1/4/2010,106.5
12/31/2009,104.73
12/30/2009,105.74
12/29/2009,105.78
12/28/2009,105.93
12/24/2009,105.7
12/23/2009,105.21
12/22/2009,105
12/21/2009,104.62
12/18/2009,103.57
12/17/2009,102.99
12/16/2009,104.24
12/15/2009,104.08
12/14/2009,104.57
12/11/2009,103.86
12/10/2009,103.42
12/9/2009,102.84
12/8/2009,102.46
12/7/2009,103.6
12/4/2009,103.76
12/3/2009,103.17
12/2/2009,103.99
12/1/2009,104.03
11/30/2009,102.76
11/27/2009,102.42
11/25/2009,104.11
11/24/2009,103.74
11/23/2009,103.59
11/20/2009,102.29
11/19/2009,102.65
11/18/2009,104.01
11/17/2009,104.07
11/16/2009,103.95
11/13/2009,102.46
11/12/2009,101.91
11/11/2009,102.96
11/10/2009,102.44
11/9/2009,102.42
11/6/2009,100.14
11/5/2009,99.88
11/4/2009,98.07
11/3/2009,97.82
11/2/2009,97.51
10/30/2009,96.8
10/29/2009,99.69
10/28/2009,97.59
10/27/2009,99.47
10/26/2009,99.93
10/23/2009,101.02
10/22/2009,102.19
10/21/2009,101.17
10/20/2009,102.08
10/19/2009,102.62
10/16/2009,101.78
10/15/2009,102.55
10/14/2009,102.17
10/13/2009,100.45
10/12/2009,100.65
10/9/2009,100.26
10/8/2009,99.65
10/7/2009,98.89
10/6/2009,98.62
10/5/2009,97.23
10/2/2009,95.8
10/1/2009,96.25
9/30/2009,98.7
9/29/2009,99.08
9/28/2009,99.38
9/25/2009,97.63
9/24/2009,98.16
9/23/2009,99.25
9/22/2009,100.08
9/21/2009,99.5
9/18/2009,99.75
9/17/2009,99.69
9/16/2009,99.84
9/15/2009,98.35
9/14/2009,97.94
9/11/2009,97.47
9/10/2009,97.49
9/9/2009,96.5
9/8/2009,95.76
9/4/2009,94.95
9/3/2009,93.63
9/2/2009,92.86
9/1/2009,93.22
8/31/2009,95.32
8/28/2009,96.17
8/27/2009,96.19
8/26/2009,95.98
8/25/2009,95.97
8/24/2009,95.78
8/21/2009,95.79
8/20/2009,93.95
8/19/2009,92.99
8/18/2009,92.18
8/17/2009,91.46
8/14/2009,93.76
8/13/2009,94.49
8/12/2009,93.77
8/11/2009,92.78
8/10/2009,93.95
8/7/2009,94.15
8/6/2009,92.93
8/5/2009,93.41
8/4/2009,93.68
8/3/2009,93.44
7/31/2009,91.92
7/30/2009,91.79
7/29/2009,90.84
7/28/2009,91.07
7/27/2009,91.49
7/24/2009,91.22
7/23/2009,90.85
7/22/2009,88.89
7/21/2009,88.91
7/20/2009,88.5
7/17/2009,87.57
7/16/2009,86.62
7/15/2009,86.76
7/14/2009,84.29
7/13/2009,83.82
7/10/2009,81.83
7/9/2009,82.02
7/8/2009,81.87
7/7/2009,81.92
7/6/2009,83.54
7/2/2009,83.55
7/1/2009,85.89
6/30/2009,85.54
6/29/2009,86.24
6/26/2009,85.44
6/25/2009,85.66
6/24/2009,83.84
6/23/2009,83.12
6/22/2009,83.06
6/19/2009,85.62
6/18/2009,85.31
6/17/2009,84.69
6/16/2009,84.77
6/15/2009,85.94
6/12/2009,87.96
6/11/2009,87.71
6/10/2009,87.33
6/9/2009,87.55
6/8/2009,87.1
6/5/2009,87.47
6/4/2009,87.45
6/3/2009,86.63
6/2/2009,87.74
6/1/2009,87.67
5/29/2009,85.6
5/28/2009,84.11
5/27/2009,82.95
5/26/2009,84.46
5/22/2009,82.35
5/21/2009,82.53
5/20/2009,83.73
5/19/2009,84.29
5/18/2009,84.39
5/15/2009,82.06
5/14/2009,82.74
5/13/2009,82.03
5/12/2009,84.15
5/11/2009,84.4
5/8/2009,86.01
5/7/2009,84.05
5/6/2009,85.24
5/5/2009,83.78
5/4/2009,84.07
5/1/2009,81.3
4/30/2009,80.87
4/29/2009,80.84
4/28/2009,79.16
4/27/2009,79.41
4/24/2009,80.17
4/23/2009,78.97
4/22/2009,78.21
4/21/2009,78.69
4/20/2009,77.18
4/17/2009,80.55
4/16/2009,80.02
4/15/2009,78.86
4/14/2009,78.03
4/13/2009,79.4
4/9/2009,79.38
4/8/2009,76.35
4/7/2009,75.53
4/6/2009,77.34
4/3/2009,77.95
4/2/2009,77.18
4/1/2009,74.99
3/31/2009,73.56
3/30/2009,72.89
3/27/2009,75.49
3/26/2009,76.88
3/25/2009,75.35
3/24/2009,74.56
3/23/2009,76.06
3/20/2009,70.96
3/19/2009,72.51
3/18/2009,73.42
3/17/2009,71.81
3/16/2009,69.68
3/13/2009,69.89
3/12/2009,69.35
3/11/2009,66.72
3/10/2009,66.29
3/9/2009,62.56
3/6/2009,63.3
3/5/2009,63.19
3/4/2009,65.88
3/3/2009,64.36
3/2/2009,64.85
2/27/2009,67.9
2/26/2009,69.46
2/25/2009,70.6
2/24/2009,71.16
2/23/2009,68.57
2/20/2009,71.11
2/19/2009,71.81
2/18/2009,72.59
2/17/2009,72.76
2/13/2009,76.01
2/12/2009,76.84
2/11/2009,76.79
2/10/2009,76.34
2/9/2009,80
2/6/2009,79.89
2/5/2009,77.68
2/4/2009,76.54
2/3/2009,76.91
2/2/2009,75.85
1/30/2009,76.08
1/29/2009,77.66
1/28/2009,80.27
1/27/2009,77.64
1/26/2009,76.86
1/23/2009,76.34
1/22/2009,76.01
1/21/2009,77.2
1/20/2009,74
1/16/2009,78.13
1/15/2009,77.52
1/14/2009,77.49
1/13/2009,80.01
1/12/2009,79.86
1/9/2009,81.83
1/8/2009,83.62
1/7/2009,83.28
1/6/2009,85.85
1/5/2009,85.28
1/2/2009,85.38
12/31/2008,82.88
12/30/2008,81.72
12/29/2008,79.83
12/26/2008,80.06
12/24/2008,79.6
12/23/2008,79.14
12/22/2008,79.96
12/19/2008,81
12/18/2008,81.35
12/17/2008,82.9
12/16/2008,83.71
12/15/2008,79.95
12/12/2008,81.08
12/11/2008,80.12
12/10/2008,82.1
12/9/2008,81.54
12/8/2008,82.91
12/5/2008,80.11
12/4/2008,77.72
12/3/2008,79.56
12/2/2008,77.69
12/1/2008,74.81
11/28/2008,82.08
11/26/2008,81.06
11/25/2008,78.04
11/24/2008,77.47
11/21/2008,72.45
11/20/2008,68.74
11/19/2008,74.25
11/18/2008,79.34
11/17/2008,77.87
11/14/2008,78.92
11/13/2008,83.06
11/12/2008,78.19
11/11/2008,81.79
11/10/2008,84.39
11/7/2008,85.52
11/6/2008,82.78
11/5/2008,87.64
11/4/2008,91.48
11/3/2008,88.48
10/31/2008,88.22
10/30/2008,87.74
10/29/2008,84.8
10/28/2008,85.42
10/27/2008,76.49
10/24/2008,79.3
10/23/2008,83.54
10/22/2008,82.58
10/21/2008,87.34
10/20/2008,90.03
10/17/2008,84.92
10/16/2008,85.43
10/15/2008,82.02
10/14/2008,90.97
10/13/2008,92.34
10/10/2008,80.63
10/9/2008,82.64
10/8/2008,88.84
10/7/2008,91.14
10/6/2008,95.41
10/3/2008,100.53
10/2/2008,101.91
10/1/2008,105.74
9/30/2008,105.68
9/29/2008,101.48
9/26/2008,110.11
9/25/2008,110.05
9/24/2008,108.36
9/23/2008,108.01
9/22/2008,110.53
9/19/2008,113.09
9/18/2008,108.77
9/17/2008,105.63
9/16/2008,110.6
9/15/2008,108.78
9/12/2008,114.22
9/11/2008,113.69
9/10/2008,112.07
9/9/2008,111.62
9/8/2008,115.03
9/5/2008,112.71
9/4/2008,112.35
9/3/2008,115.84
9/2/2008,115.94
8/29/2008,116.66
8/28/2008,117.93
8/27/2008,116.52
8/26/2008,115.4
8/25/2008,115.06
8/22/2008,117.44
8/21/2008,115.77
8/20/2008,115.57
8/19/2008,115.03
8/18/2008,116.3
8/15/2008,117.91
8/14/2008,117.34
8/13/2008,116.47
8/12/2008,117.17
8/11/2008,118.4
8/8/2008,117.19
8/7/2008,115.05
8/6/2008,116.79
8/5/2008,116.28
8/4/2008,113.22
8/1/2008,114.28
7/31/2008,114.89
7/30/2008,116.43
7/29/2008,114.39
7/28/2008,112
7/25/2008,113.67
7/24/2008,113.69
7/23/2008,116.1
7/22/2008,115.48
7/21/2008,114.18
7/18/2008,114.12
7/17/2008,113.41
7/16/2008,112.29
7/15/2008,109.6
7/14/2008,111.17
7/11/2008,112.18
7/10/2008,113.5
7/9/2008,113.04
7/8/2008,115.26
7/7/2008,113.25
7/3/2008,114.42
7/2/2008,114.3
7/1/2008,116.29
6/30/2008,115.93
6/27/2008,115.52
6/26/2008,116.16
6/25/2008,119.4
6/24/2008,118.84
6/23/2008,119.07
6/20/2008,119.19
6/19/2008,121.16
6/18/2008,121.01
6/17/2008,122.2
6/16/2008,122.79
6/13/2008,122.72
6/12/2008,121.19
6/11/2008,120.73
6/10/2008,122.53
6/9/2008,123.14
6/6/2008,122.84
6/5/2008,126.89
6/4/2008,124.4
6/3/2008,124.47
6/2/2008,125.2
5/30/2008,126.5
5/29/2008,126.19
5/28/2008,125.56
5/27/2008,124.98
5/23/2008,124.06
5/22/2008,125.75
5/21/2008,125.73
5/20/2008,127.89
5/19/2008,128.94
5/16/2008,128.59
5/15/2008,128.47
5/14/2008,126.88
5/13/2008,126.62
5/12/2008,126.6
5/9/2008,125.2
5/8/2008,125.43
5/7/2008,125.76
5/6/2008,128.04
5/5/2008,126.94
5/2/2008,127.55
5/1/2008,127.2
4/30/2008,124.62
4/29/2008,125.36
4/28/2008,125.85
4/25/2008,125.83
4/24/2008,124.67
4/23/2008,124.13
4/22/2008,124.33
4/21/2008,124.88
4/18/2008,124.82
4/17/2008,123.53
4/16/2008,123.35
4/15/2008,120.1
4/14/2008,119.82
4/11/2008,120.22
4/10/2008,122.6
4/9/2008,122.43
4/8/2008,123.32
4/7/2008,123.45
4/4/2008,123.39
4/3/2008,123.52
4/2/2008,123.21
4/1/2008,123.13
3/31/2008,118.95
3/28/2008,118.54
3/27/2008,119.68
3/26/2008,120.06
3/25/2008,121.55
3/24/2008,121.43
3/20/2008,119.05
3/19/2008,116.88
3/18/2008,119.85
3/17/2008,115.07
3/14/2008,116.25
3/13/2008,118.08
3/12/2008,117.82
3/11/2008,118.93
3/10/2008,114.8
3/7/2008,116.34
3/6/2008,117.55
3/5/2008,120.03
3/4/2008,119.28
3/3/2008,119.74
2/29/2008,120.02
2/28/2008,122.76
2/27/2008,123.97
2/26/2008,124.1
2/25/2008,123.17
2/22/2008,121.64
2/21/2008,120.89
2/20/2008,121.91
2/19/2008,121.55
2/15/2008,121.21
2/14/2008,121.23
2/13/2008,122.31
2/12/2008,121.07
2/11/2008,119.96
2/8/2008,119.35
2/7/2008,120.12
2/6/2008,119.33
2/5/2008,120.3
2/4/2008,123.61
2/1/2008,125.19
1/31/2008,123.21
1/30/2008,121
1/29/2008,121.9
1/28/2008,121.3
1/25/2008,119.32
1/24/2008,121.07
1/23/2008,120.06
1/22/2008,117.24
1/18/2008,118.45
1/17/2008,119.67
1/16/2008,122.86
1/15/2008,123.93
1/14/2008,126.71
1/11/2008,125.7
1/10/2008,126.72
1/9/2008,125.9
1/8/2008,124.59
1/7/2008,126.63
1/4/2008,126.74
1/3/2008,129.93
1/2/2008,129.99
12/31/2007,131.14
12/28/2007,132.11
12/27/2007,132.45
12/26/2007,134.13
12/24/2007,133.85
12/21/2007,132.86
12/20/2007,130.97
12/19/2007,130.15
12/18/2007,130.15
12/17/2007,129.43
12/14/2007,131.3
12/13/2007,132.99
12/12/2007,133.26
12/11/2007,131.96
12/10/2007,135.68
